deliberation,comparisonToCurrentSystem,votingDecisions,partyRepresentation,voterTurnout,strategicVoting,moderateCandidates,moneyInPolitics,other,notRelevant
3/EVALUATED20230613-a1r-nc-session3-b_transcript .csv,0.0,0.037037037037037035,0.0,0.14814814814814814,0.0,0.0,0.0,0.7037037037037037,0.1111111111111111
3/EVALUATED20230613-a1r-yc-session3-l_transcript (1).csv,0.02631578947368421,0.0,0.0,0.07894736842105263,0.0,0.0,0.05263157894736842,0.7105263157894737,0.13157894736842105
3/EVALUATED20230613-a1r-nc-session3-o_transcript (1).csv,0.0,0.0,0.015151515151515152,0.19696969696969696,0.0,0.0,0.015151515151515152,0.6666666666666666,0.10606060606060606
3/EVALUATED20230604-a1r-yc-session3-p_transcript.csv,0.014492753623188406,0.028985507246376812,0.0,0.14492753623188406,0.0,0.0,0.028985507246376812,0.7391304347826086,0.043478260869565216
3/EVALUATED20230613-a1r-yc-session3-g_transcript (1).csv,0.0,0.0,0.012048192771084338,0.060240963855421686,0.0,0.0,0.060240963855421686,0.7831325301204819,0.08433734939759036
3/EVALUATED20230604-a1r-nc-session3-p_transcript.csv,0.0,0.0,0.011764705882352941,0.15294117647058825,0.0,0.0,0.023529411764705882,0.7529411764705882,0.058823529411764705
3/EVALUATED20230604-a1r-nc-session3-q_transcript.csv,0.010869565217391304,0.0,0.010869565217391304,0.2391304347826087,0.0,0.0,0.010869565217391304,0.532608695652174,0.1956521739130435
3/EVALUATED20230613-a1r-nc-session3-m_transcript (2).csv,0.0,0.0,0.0,0.13580246913580246,0.0,0.0,0.012345679012345678,0.7654320987654321,0.08641975308641975
3/EVALUATED20230613-a1r-nc-session3-l_transcript (1).csv,0.0,0.0,0.02564102564102564,0.23076923076923078,0.0,0.0,0.05128205128205128,0.5897435897435898,0.10256410256410256
3/EVALUATED20230613-a1r-nc-session3-c_transcript.csv,0.011494252873563218,0.0,0.0,0.20689655172413793,0.0,0.0,0.022988505747126436,0.6091954022988506,0.14942528735632185
3/EVALUATED20230604-a1r-yc-session3-m_transcript.csv,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.08928571428571429,0.625,0.10714285714285714
3/EVALUATED20230604-a1r-nc-session3-b_transcript.csv,0.0,0.0,0.00909090909090909,0.2545454545454545,0.0,0.0,0.02727272727272727,0.5909090909090909,0.11818181818181818
3/EVALUATED20230613-a1r-yc-session3-d_transcript.csv,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.7727272727272727,0.09090909090909091
3/EVALUATED20230604-a1r-nc-session3-j_transcript.csv,0.0,0.012987012987012988,0.0,0.15584415584415584,0.0,0.0,0.07792207792207792,0.5844155844155844,0.16883116883116883
3/EVALUATED20230604-a1r-yc-session3-e_transcript.csv,0.0,0.0,0.008547008547008548,0.1794871794871795,0.0,0.0,0.042735042735042736,0.6410256410256411,0.1282051282051282
3/EVALUATED20230613-a1r-nc-session3-d_transcript.csv,0.0,0.0,0.022727272727272728,0.18181818181818182,0.0,0.0,0.022727272727272728,0.7272727272727273,0.045454545454545456
3/EVALUATED20230604-a1r-yc-session3-j_transcript.csv,0.01282051282051282,0.0,0.0,0.14102564102564102,0.0,0.01282051282051282,0.08974358974358974,0.5897435897435898,0.15384615384615385
3/EVALUATED20230613-a1r-yc-session3-k_transcript.csv,0.0,0.0,0.030927835051546393,0.17525773195876287,0.0,0.0,0.020618556701030927,0.6701030927835051,0.10309278350515463
3/EVALUATED20230604-a1r-nc-session3-e_transcript.csv,0.0,0.0,0.017857142857142856,0.17857142857142858,0.0,0.0,0.07142857142857142,0.6964285714285714,0.03571428571428571
3/EVALUATED20230613-a1r-yc-session3-c_transcript.csv,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.03571428571428571,0.6607142857142857,0.08928571428571429
3/EVALUATED20230604-a1r-nc-session3-m_transcript.csv,0.008064516129032258,0.0,0.016129032258064516,0.1532258064516129,0.0,0.0,0.008064516129032258,0.717741935483871,0.0967741935483871
3/EVALUATED20230604-a1r-yc-session3-b_transcript.csv,0.0,0.0,0.0,0.17073170731707318,0.0,0.0,0.024390243902439025,0.6829268292682927,0.12195121951219512
3/EVALUATED20230604-a1r-nc-session3-l_transcript.csv,0.0,0.0,0.017543859649122806,0.2631578947368421,0.0,0.0,0.07017543859649122,0.5263157894736842,0.12280701754385964
3/EVALUATED20230613-a1r-yc-session3-b_transcript.csv,0.010416666666666666,0.0,0.010416666666666666,0.14583333333333334,0.0,0.0,0.020833333333333332,0.7083333333333334,0.10416666666666667
3/EVALUATED20230604-a1r-yc-session3-c_transcript.csv,0.0,0.012195121951219513,0.012195121951219513,0.1951219512195122,0.0,0.0,0.024390243902439025,0.6219512195121951,0.13414634146341464
3/EVALUATED20230604-a1r-yc-session3-k_transcript.csv,0.0,0.0,0.0,0.19672131147540983,0.0,0.0,0.12295081967213115,0.5573770491803278,0.12295081967213115
3/EVALUATED20230613-a1r-nc-session3-e_transcript.csv,0.03225806451612903,0.010752688172043012,0.0,0.22580645161290322,0.0,0.0,0.0,0.6344086021505376,0.0967741935483871
3/EVALUATED20230613-a1r-nc-session3-a_transcript .csv,0.0,0.0,0.0,0.18032786885245902,0.0,0.0,0.01639344262295082,0.6721311475409836,0.13114754098360656
3/EVALUATED20230604-a1r-nc-session3-d_transcript.csv,0.0,0.0,0.0,0.1518987341772152,0.0,0.0,0.0759493670886076,0.6708860759493671,0.10126582278481013
