deliberation,comparisonToCurrentSystem,votingDecisions,partyRepresentation,voterTurnout,strategicVoting,moderateCandidates,moneyInPolitics,other,notRelevant
2/EVALUATED20230608-a1r-nc-session2-p_transcript.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2/EVALUATED20230603-a1r-nc-session2-q_transcript.csv,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.021739130434782608,0.8913043478260869,0.043478260869565216
2/EVALUATED20230608-a1r-yc-session2-b_transcript 2.csv,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.0,0.038461538461538464,0.038461538461538464,0.0,0.7307692307692307,0.0
2/EVALUATED20230603-a1r-nc-session2-p_transcript.csv,0.04838709677419355,0.0,0.016129032258064516,0.04838709677419355,0.0,0.016129032258064516,0.016129032258064516,0.7580645161290323,0.0967741935483871
2/EVALUATED20230603-a1r-yc-session2-p_transcript.csv,0.0196078431372549,0.0,0.058823529411764705,0.0196078431372549,0.0,0.0,0.0392156862745098,0.7450980392156863,0.11764705882352941
2/EVALUATED20230603-a1r-yc-session2-d_transcript.csv,0.013513513513513514,0.013513513513513514,0.12162162162162163,0.013513513513513514,0.0,0.0,0.04054054054054054,0.7297297297297297,0.06756756756756757
2/EVALUATED20230608-a1r-nc-session2-o_transcript.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.2
2/EVALUATED20230603-a1r-nc-session2-k_transcript.csv,0.021739130434782608,0.0,0.06521739130434782,0.0,0.0,0.0,0.043478260869565216,0.7391304347826086,0.13043478260869565
2/EVALUATED20230603-a1r-nc-session2-c_transcript.csv,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.012048192771084338,0.0,0.04819277108433735,0.0,0.8192771084337349,0.07228915662650602
2/EVALUATED20230608-a1r-nc-session2-g_transcript.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285
2/EVALUATED20230603-a1r-nc-session2-l_transcript [correct].csv,0.027777777777777776,0.0,0.05555555555555555,0.027777777777777776,0.0,0.0,0.0,0.8611111111111112,0.027777777777777776
2/EVALUATED20230608-a1r-yc-session2-h_transcript.csv,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.125
2/EVALUATED20230603-a1r-yc-session2-l_transcript.csv,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.8181818181818182,0.13636363636363635
2/EVALUATED20230608-a1r-yc-session2-g_transcript.csv,0.04,0.0,0.12,0.04,0.0,0.0,0.0,0.72,0.08
2/EVALUATED20230603-a1r-yc-session2-c_transcript.csv,0.06349206349206349,0.0,0.031746031746031744,0.015873015873015872,0.0,0.0,0.0,0.8412698412698413,0.047619047619047616
2/EVALUATED20230608-a1r-nc-session2-h_transcript.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2/EVALUATED20230603-a1r-nc-session2-d_transcript.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032258064516129,0.0967741935483871
2/EVALUATED20230603-a1r-yc-session2-k_transcript.csv,0.09722222222222222,0.0,0.013888888888888888,0.0,0.0,0.0,0.041666666666666664,0.7916666666666666,0.05555555555555555
2/EVALUATED20230603-a1r-nc-session2-e_transcript.csv,0.043478260869565216,0.0,0.08695652173913043,0.0,0.0,0.0,0.06521739130434782,0.6521739130434783,0.15217391304347827
